name,state,latitude,longitude
Arby's,Oklahoma,36.75009,-95.945803
Domino's Pizza,Idaho,43.54698,-116.53378
Taco Bell,Arizona,33.26293,-111.85954
Taco Bell,Texas,32.75689,-97.70956
Krystal,Georgia,33.00271,-83.548546
SONIC Drive In,South Carolina,34.36667,-81.09983
Burger King,Rhode Island,42.007901,-71.508367
Domino's Pizza,Utah,37.13071,-113.50539
McDonald's,Minnesota,44.949004,-93.297621
Wendy's,Indiana,41.62568,-85.9073
Whataburger,Texas,29.358366,-98.54522
SONIC Drive In,New Mexico,32.34075,-106.77644
Five Guys,Arkansas,34.79546,-92.23084
Waffle House,Kentucky,36.837476433,-87.478492856
McDonald's,Idaho,43.64853,-116.66569
Domino's Pizza,California,33.752535,-118.30902
Chick-fil-A,Georgia,32.62046,-83.68719
Skyline Chili,Ohio,39.308899,-84.275672
Burger King,Michigan,42.427028,-83.334028
Pizza Hut,Arkansas,36.159022,-94.118866
Jack in the Box,California,34.025425,-118.278305
Arby's,Wisconsin,45.4725,-91.7532
Carl's Jr.,California,33.80908,-118.12518
SONIC Drive In,Arkansas,35.76526,-91.61956
Taco Bell,Texas,33.16837,-96.66253
KFC,Texas,33.168252497,-96.662697468
McDonald's,Alabama,32.84548,-85.18245
McDonald's,Indiana,38.72474,-86.4788
Krystal,Alabama,32.845372,-85.18188
McDonald's,California,34.146732,-118.75966
Subway,Oregon,45.49888,-122.80759
Hardee's,Illinois,39.935239,-91.369321
Burger King,California,34.145209,-118.759357
McDonald's,South Carolina,33.5847,-79.0131
Burger King,Tennessee,35.06926,-89.86544
Jimmy John's,Nebraska,41.2314,-95.9345
Panera Bread,Kentucky,39.0258,-84.5806
Burger King,Illinois,42.28852,-89.1024
Wendy's,Arkansas,34.21156,-91.967047
McDonald's,Oregon,45.1506,-122.8769
Jack in the Box,California,40.40882,-120.63506
Sonic Drive-In,Alabama,33.236442,-87.576869
Wendy's,Idaho,43.136722,-115.665115
Subway,Maryland,39.559098176,-76.989386675
Dairy Queen,Indiana,38.313204,85.702012
Arby's,Indiana,40.217202,-85.40112
McDonald's,California,33.90811,-117.43627
Quiznos,Nevada,39.55688,-119.78214
Burger King,California,38.94174,-121.09626
Jimmy John's,North Carolina,35.820812647,-78.622908598
McDonald's,North Carolina,34.98144,-79.01292
Five Guys,Texas,29.81353,-95.41032
Burger King,Florida,28.0696,-82.4275
Arby's,Louisiana,32.4026,-93.8056
Burger King,Florida,26.18683,-80.1841
McDonald's,Iowa,41.49609,-93.67496
Cousins Subs of Green Bay - Oneida St. & Ramada Way,Wisconsin,44.47082801,-88.07558265
Hardee's,Georgia,30.869754,-83.288177
Pizza Hut,California,34.032409,-118.374205
Wendy's,Texas,28.8117,-96.9739
Burger King,Illinois,40.55092,-89.60781
Burger King,Nevada,39.55702,-119.79207
Wendy's,Alabama,32.8459,-85.18331
McDonald's,California,33.930825,-118.325922
Tommy's Sub Shop,Maryland,38.35819,-75.07419
Burger King,Pennsylvania,39.90384,-75.24059
Burger King,Pennsylvania,40.382569,-79.977038
Wendy's,Illinois,42.24946,-88.2873
Burger King,New York,42.10918,-75.94023
Quiznos,New Jersey,40.773992104,-74.0631482
Dominos Pizza,New Hampshire,42.96446,-70.83484
McDonald's,New York,42.09577,-76.2312
Burger King,Massachusetts,42.4487,-73.2511
McDonald's,Pennsylvania,39.967814,-77.635693
McDonald's,Colorado,39.8847,-105.02119
Burger King,Minnesota,45.071682,-93.263952
Waffle House,Georgia,33.841311,-84.315281
Chick-fil-A,Florida,28.51026541,-81.3758392
Jimmy John's,Utah,40.70777,-112.02436
McDonald's,South Carolina,35.0603,-80.9922
Arby's,South Dakota,44.39277,-103.501601
Burger King,California,38.594428,-121.287642
Burger King,Florida,27.2589,-80.3748
McDonald's,Kansas,39.015402,-95.651459
Hardee's,Virginia,37.1688,-80.4209
McDonald's,Rhode Island,41.519881091,-71.291414253
Five Guys,North Dakota,46.838722,-96.862625
Papa John’s Pizza,Hawaii,21.34877,-157.87595
McDonald's,Ohio,41.600018,-81.48298
Whataburger,Texas,29.4033,-98.70619
McDonald's,New York,40.816434,-73.916967
McDonald's,Kentucky,38.2586,-85.6394
Sonic Drive In,South Carolina,32.859068529,-79.796286821
Wendy's,Arizona,33.298829,-111.743776
Arby's,Delaware,38.575634,-75.285586
McDonald's,Ohio,40.019526,-83.024356
McDonald's,California,38.94177,-121.09574
Burger King,Florida,25.500864,-80.41269
Chick-fil-A,Massachusetts,42.282455,-71.64554
McDonald's,Minnesota,45.07156,-93.26402
Taco Bell,Kentucky,38.47042,-82.624027
McDonald's,Texas,33.232883,-97.17022
McDonald's,Illinois,41.2657,-88.2085
Burger King,Nevada,39.53613,-119.73723
McDonald's,Illinois,41.26566,-88.20846
McDonald's,Massachusetts,42.20578,-72.61053
Waffle House,South Carolina,33.93454,-81.07737
Waffle House,Georgia,33.704469,-84.168989
KFC,Indiana,40.8993,-85.5128
Steak 'n Shake,North Carolina,35.849445,-78.58526
Arby's,Ohio,39.893224,-82.043019
McDonald's,Idaho,43.1371,-115.66442
Taco Bell,Florida,26.3243,-81.8064
McDonald's,Michigan,42.673907754,-82.824670058
KFC,Oklahoma,35.4342,-97.3707
McDonald's,Oregon,44.968633,-123.028522
Burger King,Ohio,41.2257,-82.6006
Subway,Maryland,38.444798,-76.740698
Taco Bell,California,32.802064,-117.004318
Subway,Arizona,33.466923,-111.685616
Domino's Pizza,Georgia,33.9416,-83.33083
Checkers,Florida,27.981035,-82.490624
Burger King,Arkansas,34.121122,-93.084261
McDonald's,Michigan,42.08466,-86.48607
Whataburger,Texas,29.736176,-95.476988
Burger King,North Carolina,35.074232,-78.926887
Dunkin',Massachusetts,42.3790404,-71.0940013
The Honeybaked Ham Company,Tennessee,36.144052342,-86.8127954
Burger King,Kansas,39.01633,-95.65202
Wendy's,Indiana,40.1473,-85.6755
KFC,Michigan,42.5002,-82.8979
Wendy's,Illinois,40.157909,-89.412456
Arby's,Missouri,38.581044,-92.224445
McDonald's,Georgia,34.25336,-84.08925
Arby's,Kentucky,38.1575,-85.7112
Five Guys,Florida,24.564621,-81.771767
McDonald's,Texas,31.794571863,-106.517200043
SONIC Drive In,Missouri,39.0665,-93.7326
Taco John's,South Dakota,44.0825,-103.2699
Jimmy John's,New Mexico,33.42894,-104.52352
Taco Bell,Indiana,40.89861,-85.512132
McDonald's,Wisconsin,43.78275,-91.2198
Arby's,Florida,28.03285,-82.42776
Arby's,West Virginia,39.67614,-80.85748
Jack in the Box,California,34.441942,-118.575317
Burger King,Florida,27.3612,-82.5492
Taco Bell,Alabama,31.875403582,-90.402516613
Taco Bell,Idaho,43.64908,-116.6672
McDonald's,Alabama,31.87543,-90.40305
Burger King,Tennessee,35.998139336,-83.924106594
Taco Bell,Texas,30.9628,-95.88483
McDonald's,Illinois,38.31559,-88.92647
Wendy's,West Virginia,38.31874,-81.71796
Waffle House,Kentucky,38.15745,-85.71216
Krystal,Alabama,32.32762,-86.250404
Domino's Pizza,Montana,45.78377,-108.58727
Wendy's,Iowa,41.695758,-91.611243
Jack in the Box,Texas,28.983318,-95.956889
McDonald's,Oklahoma,36.28886,-97.32412
McDonald's,North Carolina,35.8191,-78.6248
McDonald's,Virginia,37.2465,-79.96064
Long John Silver's,Texas,33.1778,-96.8861
SONIC Drive In,Georgia,30.85289,-83.95133
Sammy Carry-Out,DC,38.925667,-76.99026
Blimpie,New Jersey,40.43312,-74.51408
SONIC Drive In,Missouri,38.6876,-93.25159
McDonald's,Kentucky,38.13627,-85.71168
Wendy's,Michigan,42.0853,-86.4856
Whataburger,Texas,30.29349,-97.74222
Hardee's,Alabama,31.53814,-87.88643
McDonald's,Ohio,39.544901,-83.426653
Chick-fil-A,North Carolina,36.42488,-77.63228
Hegenburgers,California,37.73356,-122.1981
Checkers,Florida,28.30435,-81.4016
Domino's Pizza,Maine,44.31093,-69.7822
McDonald's,Georgia,31.23034126,-84.199646396
McDonald's,West Virginia,39.60654,-78.23841
McDonald's,Tennessee,35.9918,-87.4882
Pizza Hut,Nevada,36.138623,-115.13753
McDonald's,Ohio,41.182118,-80.719743
Carl's Jr.,California,38.615665421,-121.401943266
Bojangles,Alabama,31.212805,-85.428003
Burger King,Texas,30.908125,-102.8841
Wings And Philly,Georgia,33.7058,-84.1689
Wendy's,California,34.17381,-118.83576
Panda Express,Illinois,38.597131,-89.983665
McDonald's,Ohio,40.289973,-83.067971
McDonald's,New York,40.817316,-73.922506
Tubby's Grilled Submarines,Michigan,42.50116468,-82.93463466
McDonald's,Missouri,39.14706,-91.88952
McDonald's,Georgia,34.01742,-84.491136
Wendy's,South Carolina,33.7015,-80.2387
Taco Bell,Illinois,41.28864,-88.24711
Domino's Pizza,California,34.4453,-118.5076
Pizza Hut,Georgia,33.88565,-84.47257
Wendy's,South Carolina,35.1668,-81.4496
McDonald's,Florida,30.181170613,-82.676888924
McDonald's,West Virginia,39.42435,-80.18745
Arby's,North Carolina,35.858202,-81.487425
Del Taco,California,33.774,-117.85298
McDonald's,California,36.70546,-119.57706
Carl's Jr.,California,34.43685,-118.56457
KFC,Arizona,33.306840173,-111.890100534
A&W,Arizona,33.30649,-111.89025
Wendy's,Missouri,38.789722,-90.56517
KFC,Indiana,39.228127,-85.89548
KFC,New York,42.9532,-76.5443
Taco Bell,Connecticut,41.581094,-73.033804
Arby's,Oregon,42.210781,-121.755088
Burger King,Colorado,39.039467,-108.54112
Burger King,Wisconsin,44.88349,-91.42729
Burger King,California,33.859473,-117.975957
McDonald's,Washington,46.25908,-119.3105
Wendy's,Minnesota,43.658431,-93.315675
KFC,Illinois,41.370959,-88.836514
McDonald's,Kentucky,37.74894,-87.11394
KFC,Washington,46.2595,-119.3085
SONIC Drive In,Georgia,33.0812,-82.00997
Burger King,Tennessee,36.09612,-84.1362
McDonald's,Vermont,44.4166,-72.0165
Qdoba Mexican Grill,Colorado,39.982403,-104.82408
Chipotle Mexican Grill,New York,40.71518,-74.010994
Taco Bell,California,35.9893,-119.9592
McDonald's,Michigan,42.49612,-83.02714
Whataburger,Arizona,33.407684,-111.77156
Jack in the Box,California,33.520966,-117.16449
Boston Market,Ohio,39.95654,-82.92538
Taco Bell,Idaho,43.472946,-111.985083
Chipotle Mexican Grill,New York,40.75124,-73.98043
McDonald's,New York,43.07858,-75.650915
McDonald's,Ohio,39.97244,-82.01162
Wendy's,Arizona,33.494908,-112.118359
KFC,Illinois,38.969,-89.1294
Taco Bell,Illinois,38.96903,-89.12932
Burger King,Georgia,33.812945954,-84.633432736
Domino's Pizza,Florida,25.51298,-80.43118
McDonald's,Ohio,41.4155,-81.9249
Pizza Hut,Utah,40.696875,-111.958989
Qdoba Mexican Grill,Kentucky,38.21234,-85.59548
Exxon,Pennsylvania,39.899593,-80.14741
McDonald's,Massachusetts,42.5747,-71.2821
Burger King,Vermont,43.630949,-72.976316
Burger King,Pennsylvania,39.91309,-75.15081
Subway,California,37.542606,-122.302662
McDonald's,Michigan,42.1071,-83.2859
McDonald's,Indiana,40.101545,-85.721538
Wendy's,Illinois,41.9277,-87.884499
Burger King,Georgia,31.169169,-81.474851
Jack in the Box,Washington,46.198632,-119.159489
Pizza Hut,South Carolina,33.93912,-81.150724
McDonald's,Washington,46.209,-119.1583
Subway,South Carolina,33.9387,-81.15081
Wendy's,Montana,46.890762,-114.039264
Checkers,Nevada,36.20948,-115.10714
Subway,Missouri,38.794522,-90.620521
Royal Buffet,Rhode Island,41.7941,-71.4442
Del Taco,California,34.165232,-117.279699
Taco Bell,Georgia,32.61788,-83.67307
Taco Bell,Washington,46.209516,-119.157979
Quiznos,Kentucky,36.84089,-87.4828
Taco Bell,Alabama,34.83062,-87.62706
Subway,South Dakota,44.41719,-103.53732
McDonald's,California,35.6428,-120.6865
Taco Bell,Illinois,40.16857,-87.63144
KFC,Michigan,42.1075,-83.2856
Pizza Hut,Arkansas,36.06107,-90.52325
McDonald's,California,38.279,-122.0352
SONIC Drive In,Kansas,39.18945,-96.60638
McDonald's,California,34.4231,-118.56294
Taco Bell,Alabama,32.602143,-85.479921
Krystal,Georgia,33.94521,-84.51691
Burger King,Virginia,36.82104,-76.06803
Arby's,Michigan,42.108208,-83.286509
Burger King,North Carolina,34.264065,-77.852936
Bojangles,North Carolina,35.926111,-79.984108
Raising Cane's Chicken Fingers,Missouri,38.61167,-90.32323
SONIC Drive In,Missouri,39.1784,-94.61169
McDonald's,California,33.832765,-118.159522
Taco Bell,Michigan,42.108283,-83.285871
Subway,California,33.819412,-118.167877
McDonald's,California,32.98055,-117.2498
Jimmy John's,Florida,26.62751,-81.87219
Dairy Queen,South Dakota,44.41654,-103.522379
Chick-fil-A,Georgia,31.615919,-84.21923
Arby's,Indiana,40.89996,-85.50649
Dunkin',New York,40.84244,-73.84534
Arby's,Missouri,38.705859,-93.258969
McDonald's,Texas,28.81016,-96.97731
McDonald's,Alabama,30.391661,-88.654038
Chick-fil-A,South Carolina,34.189329,-79.832408
McDonald's,Texas,29.747656,-95.60299
Taco Bell,South Dakota,44.05863,-103.23139
Runza,Kansas,38.9341,-95.2596
Taco Bell,California,37.51772,-120.84834
McDonald's,West Virginia,38.20477,-81.5047
Burger King,New Jersey,39.3522,-74.443636
Arby's,Oklahoma,34.186892,-97.16281
Burger King,Hawaii,20.881098,-156.455903
Domino's Pizza,New Hampshire,42.77873,-71.49765
Five Guys,Massachusetts,42.08959,-71.04739
7-Eleven,Maine,43.664435,-70.251464
Taco Bell,Utah,40.386859986,-111.917371632
Smoothie King,South Carolina,34.841503,-82.363439
McDonald's,New York,40.729725,-73.989641
El Pollo Loco,California,34.404728,-118.464536
Taco Bell,California,37.47222,-122.21559
Boston Market,Ohio,39.146979,-84.445654
Boston Market,Ohio,39.14509,-84.44346
McDonald's,Florida,26.047878373,-80.15956327
Long John Silver's,West Virginia,38.42565,-82.40581
Chick-fil-A,Indiana,39.71843,-86.35407
Burger King,South Carolina,34.82024,-82.34066
Burger King,Virginia,37.16537,-80.422283
Taco Bell,Idaho,47.7293,-116.78913
Boston Market,Wisconsin,42.9956,-88.0465
Dairy Queen,Missouri,38.7703,-90.7006
Taco Bell,Tennessee,35.13057,-84.8765
QDOBA Mexican Eats,Washington,46.258163,-119.30787
Five Guys,Washington,46.2583,-119.3078
Del Taco,California,33.6789,-117.664
Panera Bread,Pennsylvania,40.645473,-75.492617
Quiznos,Louisiana,30.20777,-92.03783
Whataburger,Alabama,31.14898,-87.06655
McDonald's,Texas,27.881964703,-97.211489476
Isabella's Pizzeria,Louisiana,30.368711,-90.072235
Hardee's,Florida,28.560758964,-81.857085675
McDonald's,Virginia,37.09416,-81.81229
McDonald's,Florida,26.896108,-82.006771
Dairy Queen,Pennsylvania,39.91538,-75.15287
Arby's,Ohio,41.537487,-83.46655
Domino's Pizza,North Carolina,35.69172,-81.35675
Taco John's,North Dakota,47.89636,-97.06484
KFC,Pennsylvania,39.9099,-76.682
Burger King,Kansas,38.79154,-97.61348
White Castle,Ohio,39.1286,-84.4987
Arby's,Virginia,37.16492,-80.4227
Burger King,Indiana,40.044513058,-85.995409961
Dunkin',New York,40.753874,-73.991526
Taco Bell,Oregon,45.710561,-121.538647
Subway,Minnesota,45.015375,-92.987484
Burger King,Virginia,37.09418,-81.81039
Wendy's,California,38.613277,-121.382267
Church's Chicken,Kansas,37.7322,-97.25707
Carl's Jr.,Utah,37.7284,-113.0465
Wendy's,Virginia,37.094144,-81.810756
Wendy's,Indiana,39.72819,-86.15364
Taco Bell,Louisiana,29.88345,-90.0243
McDonald's,Georgia,33.71067,-84.21706
KFC,Texas,32.984850698,-96.841671793
Burger King,Oklahoma,34.62369,-98.43254
Jimmy John's,Wisconsin,43.773724,-87.73449
Taco Bell,Georgia,32.042066,-81.063974
QDOBA Mexican Eats,Washington,48.1523,-122.19483
Spangles,Kansas,38.792181817,-97.61345763
Captain D's,Tennessee,35.99051,-86.52528
Bojangles,Kentucky,38.0512,-84.711336
Jersey Mike's Subs,New Jersey,40.112151,-74.07493
Burger King,Wisconsin,42.996451,-88.046352
Jimmy John's,Idaho,47.70162,-116.78547
Burger King,Virginia,37.247352,-79.958213
The Press Club,Oregon,45.503722,-122.639368
Waffle House,Indiana,39.727517,-86.24987
Krystal,Georgia,31.617182,-84.220644
Wendy's,Indiana,40.192966,-85.416889
Subway,Massachusetts,42.35791,-71.05787
Popeyes Louisiana Kitchen,Florida,28.0254,-82.4861
Taco Bell,Ohio,41.144402,-81.508973
Krystal,Mississippi,34.2539,-88.7506
Krystal,Tennessee,36.12064,-86.77737
Dairy Queen,Texas,27.88132467,97.20944041
McDonald's,Arizona,35.208065,-114.019775
McDonald's,Wisconsin,42.6797,-89.05211
SONIC Drive In,Texas,31.448,-96.0779
Waffle House,Texas,32.89871,-96.47
Wendy's,Kansas,37.4314,-94.7049
Burger King,South Dakota,44.41827,-103.53364
Taco Bell,California,40.569552,-122.359297
Domino's Pizza,Delaware,39.17019,-75.51793
Chick-fil-A,West Virginia,37.29251,-81.166
KFC,Oklahoma,34.73944,-97.25932
SONIC Drive In,Mississippi,34.25499,-88.74964
McDonald's,Illinois,41.94671,-87.693793
Taco Bell,Oklahoma,35.43814,-97.485088
McDonald's,New Mexico,35.15413,-103.72482
Firehouse Subs,North Carolina,36.008556,-78.94493
Arby's,South Carolina,34.806198,-82.230684
McDonald's,Ohio,39.95014,-82.04897
Subway,Arkansas,36.282926,-94.138378
McDonald's,Florida,26.63877,-80.11288
Taco Bell,Missouri,38.581753,-92.219515
Taco Bell,Missouri,37.143642,-94.310993
Taco Bell,California,34.851792,-114.626066
Burger King,Colorado,39.755151,-105.053544
Taco Bell,Missouri,37.06202,-94.51417
McDonald's,Wisconsin,44.45318,-89.54317
McDonald's,Minnesota,45.04272,-92.83928
Jack In The Box,Oklahoma,34.62377,-98.42985
McDonald's,North Dakota,46.82098,-100.85757
Arby's,Indiana,39.7158,-86.36077
Checkers,Louisiana,30.227922514,-93.179819136
Taco John's,North Dakota,46.83285,-96.82275
Burger King,Indiana,38.86139,-86.50716
McDonald's,Alabama,34.758,-86.5919
Carl's Jr.,New Mexico,34.814754,-106.762205
Taco Bell,California,37.33971,-121.972527
Domino's Pizza,Colorado,39.74615,-105.20743
KFC,Michigan,42.446805238,-83.07622075
McDonald's,South Carolina,34.968067,-81.04888
Domino's Pizza,New Jersey,40.0742,-74.0789
Fosters Freeze,California,37.710784175,-122.156058118
Subway,Massachusetts,42.36313,-71.133224
McDonald's,New Jersey,41.1167,-74.5803
McDonald's,Connecticut,41.67589,-72.84132
McDonald's,New Jersey,40.137972,-74.294591
Taco Bell,Alabama,33.810393,-86.820357
Wendy's,Connecticut,41.78032,-72.53458
Burger King,New York,40.99608,-73.67072
Taco Bell,Maryland,39.635325,-75.80656
McDonald's,Massachusetts,42.11758,-71.85975
Subway,Vermont,44.412902,-72.01748
Burger King,New York,43.116532,-75.289471
Taco Bell,Oklahoma,35.62315,-97.48401
Pizza Barn,Nevada,40.85103,-115.74498
McDonald's,Michigan,42.571037,-82.85178
McDonald's,Michigan,42.6418,-83.1714
KFC,Florida,25.80097,-80.18921
McDonald's,Maine,44.53099,-68.40688
Pizza Hut,Alabama,34.803604,-86.97073
Burger King,Massachusetts,42.302078,-71.402857
Pizza Hut,South Carolina,33.519917,-81.8294
McDonald's,Pennsylvania,40.8416,-76.8271
Domino's Pizza,Indiana,39.46395,-86.60371
Burger King,Pennsylvania,40.628095766,-75.581813631
Arby's,Oregon,45.22944,-123.171326
Taco Bell,New York,44.04072,-75.840953
Culver's,Wisconsin,44.87949,-91.41884
McDonald's,California,34.85518,-117.08605
Arby's,New York,42.149852,-77.106502
McDonald's,Texas,29.9685,-95.6904
Kum & Go,Missouri,37.5903,-93.4008
Burger King,Ohio,39.97013,-82.0104
Arby's,Indiana,38.65964,-87.50887
Burger King,Iowa,41.627312,-93.567105
Burger King,Pennsylvania,40.14181,-75.389151
Steak 'n Shake,Kentucky,37.1449,-84.6325
KFC,Florida,26.8081,-80.0738
Taco Bell,California,34.558357,-118.082841
Burger King,Oregon,42.249219,-121.789862
Jack in the Box,California,33.8162,-117.2266
Rally's,Louisiana,30.469153,-90.08509
Rallys,Indiana,39.71663,-86.36168
Wendy's,Kentucky,37.06327,-85.06993
Quiznos,Pennsylvania,40.96861,-75.63328
Krystal,Georgia,33.504425,-82.08886
Burger King,New York,40.585423,-74.16819
McDonald's,Indiana,39.5786,-86.1596
McDonald's,Oregon,45.52859,-122.41256
Little Caesars,Nevada,36.14308,-115.22561
Baker's Drive Thru,California,34.027855,-117.59314
Subway,Texas,32.821872,-96.835889
Church's Chicken,Oklahoma,36.177328,-95.954256
Wendy's,Tennessee,35.07929,-89.88641
Domino's Pizza,New York,40.823376,-73.93795
Burger King,New York,43.106999,-78.983287
SONIC Drive In,California,33.62241,-117.68512
McDonald's,Kentucky,38.472726,-82.627795
Popeyes Louisiana Kitchen,Alabama,32.291666714,-90.229548108
McDonald's,New Jersey,40.13884209,-74.707509233
Burger King,Minnesota,44.670479486,-93.638478
Hardee's,North Carolina,35.787323,-80.889688
Taco Bell,Virginia,38.474049,-77.416809
McDonald's,Connecticut,41.39732,-73.08199
McDonald's,New York,40.79443,-73.972466
Taco Bell,California,34.864471,-118.177732
Wendy's,Florida,26.917439,-82.015986
Bojangles,South Carolina,34.887973,-82.386185
Wendy's,Alabama,32.4185,-86.2327
Burger King,Ohio,40.009957,-80.745028
Sonic Drive-in,Texas,30.130498272,-95.554403902
McDonald's,Nevada,40.83855,-115.79033
Taco Bell,Georgia,33.922663,-84.480224
Burger King,Hawaii,21.293028,-157.822596
McDonald's,Michigan,42.29752,-83.28509
McDonald's,Connecticut,41.78578,-72.74817
Wendy's,Alabama,32.940046414,-85.97791159
KFC,Arkansas,34.77716,-92.20211
Bojangles,South Carolina,34.168644,-80.798079
Five Guys,New York,40.757015,-73.98944
McDonald's,DC,38.860083,-76.968889
Krystal,Tennessee,36.16927,-86.67697
Subway,Virginia,38.92813,-77.37566
McDonald's,Oklahoma,36.0767,-95.8146
Burger King,Washington,47.375,-122.2019
McDonald's,Indiana,39.6359,-86.118
A&W,Iowa,41.600544,-93.569756
Wendy's,Florida,28.04826,-81.90955
Domino's Pizza,Nevada,36.1439,-115.13648
McDonald's,Alabama,32.27338,-90.19158
Carl's Jr.,California,33.852797,-116.551202
Domino's Pizza,Georgia,33.68817,-84.31103
Wendy's,Indiana,40.421505,-86.902948
Wendy's,Iowa,41.450683,-91.030183
Arby's,Kentucky,39.047447,-84.577327
Panera Bread,Minnesota,45.0174,-93.0216
Panda Express,Illinois,40.1459987,-88.258412182
Hardee's,Alabama,34.66049,-86.48562
McDonald's,Iowa,42.51433,-92.44636
McDonald's,Texas,29.785055,-95.361243
Bojangles,South Carolina,32.89465,-79.92403
Subway,California,33.770506527,-117.851750798
Subway,Arkansas,36.356376,-94.116012866
Saladworks,Pennsylvania,40.07244,-75.03333
Krystal,Tennessee,35.183421,-84.872063
SONIC Drive In,Wyoming,41.3089,-105.56045
Del Taco,Arizona,33.279857,-111.797104
Whataburger,Texas,26.1948,-98.2826
Burger King,Wyoming,41.79125,-107.20923
McDonald's,Iowa,43.39891,-94.81043
Wendy's,Washington,47.983912,-122.20188
McDonald's,New Jersey,40.64084,-74.261126
McDonald's,North Carolina,36.427636224,-77.633986473
Taco John's,Indiana,37.96235,-87.51804
Whataburger,Texas,31.09056,-97.73433
Subway,Nebraska,40.65477,-95.85836
McDonald's,Iowa,42.5011,-94.16261
Wendy's,Indiana,40.102042,-85.711478
Subway,New York,40.79299,-73.97286
Chipotle Mexican Grill,Ohio,39.12812,-84.51946
Taco Bell,New York,42.09498,-76.00866
Subway,Hawaii,21.292393,-157.82361
Kum Go,Iowa,42.02267,-93.57964
Dairy Queen,New Jersey,40.073659,-74.078303
Waffle House,South Carolina,33.9818,-81.1034
McDonald's,California,37.98535,-121.33835
Hardee's,Wisconsin,43.79609,-91.21769
McDonald's,New York,40.856544,-73.880765
Burger King,Michigan,44.74646,-85.52878
Hardee's,South Dakota,44.6553,-103.8574
Whataburger,Texas,32.8095,-98.0926
Hardee's,West Virginia,39.4224,-80.1842
Chick-fil-A,Oklahoma,35.61029,-97.559715
McDonald's,Arizona,33.71089,-112.11471
Panda Express,Arizona,33.712894,-112.109082
McDonald's,Washington,46.97549,-123.86704
McDonald's,Kentucky,36.8251,-83.32005
Wendy's,Alabama,30.37832,-87.68231
Wendy's,Indiana,40.172369,-85.381619
Arby's,North Carolina,35.459631,-79.144912
McDonald's,California,34.03132,-117.915
Burger King,Washington,46.25717,-119.30672
Wendy's,Florida,26.61395,-81.66359
Subway,New Mexico,32.78619,-108.23508
SONIC Drive In,Colorado,37.26882,-107.0515
KFC,DC,38.89757,-76.97058
Burger King,California,34.17644,-119.194606
Hardee's,Ohio,39.819564,-84.186866
Burger King,Florida,28.1476,-80.6719
Taco Bell,California,33.77035,-117.86794
Taco Bell,Louisiana,30.46878,-90.08482
McDonald's,Louisiana,30.269340058,-93.180184563
Taco Bell,Virginia,37.162967,-80.421102
Burger King,Nevada,40.850833,-115.745272
Taco Bell,Ohio,39.12692,-84.50306
Jack in the Box,California,35.6462,-120.6578
Taco Bell,California,33.78961,-118.16206
AJ's Hotdogs & Gyros,Illinois,41.30546,-88.15374
Taco John's,Iowa,41.6869,-93.76961
Domino's Pizza,Nevada,36.21634,-115.99475
Domino's Pizza,Vermont,44.41617,-72.01582
KFC,Oregon,42.3761,-122.9001
McDonald's,New York,42.9107,-77.7351
McDonald's,Louisiana,30.78939,-89.8641
Wienerschnitzel,California,33.668081,-117.883174
McDonald's,Missouri,38.7003,-90.4438
McDonald's,Ohio,40.696667,-82.511731
McDonald's,Wisconsin,45.63698,-89.41083
Burger King,New Jersey,40.2125209,-74.0146115
Domino's Pizza,South Dakota,44.3658,-98.2135
Bojangles,Georgia,34.416988,-84.113015
Hardee's,Alabama,31.105957,-87.47573
McDonald's,Pennsylvania,40.921585,-77.035668
Chick-fil-A,Virginia,38.47592,-77.42215
McDonald's,Kentucky,36.864683,-88.353444
Domino's Pizza,Vermont,44.25664,-72.57701
Quiznos,Texas,30.27129,-97.74256
Jack in the Box,California,33.940828541,-117.2268905
Wendy's,Florida,28.85536,-82.39173
Boston Market,Connecticut,41.683808,-72.710015
McDonald's,Delaware,38.63372,-75.19405
Mr Hero,Ohio,41.41074,-81.50282
Hardee's,Florida,29.646247,-82.60576766
Popeyes Louisiana Kitchen,California,37.648926,-122.09113
Arby's,Oklahoma,35.21827,-97.47938
Burger King,Ohio,40.704117,-84.151401
McDonald's,Pennsylvania,41.1435,-75.9005
Burger King,South Carolina,34.737944,-82.035947
Arby's,Utah,40.86263,-111.89509
Taco Bell,Washington,46.256951,-119.306266
McDonald's,Oregon,42.248892,-121.790462
El Pollo Loco,California,34.38032,-118.56721
El Pollo Loco,California,33.93909,-117.23017
Wendy's,Missouri,37.591125,-93.40114
KFC,Ohio,39.7616,-84.0527
SONIC Drive In,Louisiana,32.44432,-91.49271
Burger King,Massachusetts,42.706546,-71.204659
McDonald's,Texas,27.9235,-97.1756
Taco Bell,Texas,29.736782312,-95.643531
McDonald's,Virginia,38.9505,-77.4106
McDonald's,Florida,28.601064,-81.320113
Culver's,Florida,27.92437,-82.33791
McDonald's,New Jersey,40.9154,-74.0507
McDonald's,Mississippi,34.2551,-88.7459
Taco Bell,Alabama,33.936711,-87.838755
Burger King,Washington,47.10238,-119.24819
Subway,Maryland,38.95163,-76.96852
McDonald's,Iowa,41.525657,-90.498836
Taco Bell,Kentucky,36.95947,-86.47009
SONIC Drive In,Arkansas,33.63159,-91.80194
McDonald's,Oregon,44.25315,-121.18278
McDonald's,California,34.02899,-117.59238
Arby's,Pennsylvania,41.01207,-76.41223
